english,language,handshape,twohands,handpart,mmvrepeated,dmvhandshape,dmvorientation,compound,domhand,twohandsC,mmvcrepeated,dmvchandshape,dmvcorientation,TwoH,PoA,PoA2,Mov,Mov2,Mov3,Mov4,Compounds,hist,geo,SL
mother,German,1,false,radial_side,true,false,false,false,right,false,false,false,false,0,cheek,head,Z_front,Z_front,Z_front false false,Z_front,0,DGS,WestEuro,DGS
mountain,German,5,false,palm,false,false,true,false,right,false,false,false,false,0,Horizontal,Horizontal,X_right,X_right,X_right false true,X_right_Or,0,DGS,WestEuro,DGS
name,German,1,false,tip,true,true,false,false,right,false,false,false,false,0,cheek,head,true false,Hs_Change,true false,Hs,0,DGS,WestEuro,DGS
narrow,German,E,true,palm,false,false,false,false,right,false,false,false,false,1,Lateral,Lateral,Z_front,Z_front,Z_front false false,Z_front,0,DGS,WestEuro,DGS
new,German,S,false,heel,false,true,false,false,right,false,false,false,false,0,Horizontal,Horizontal,Y_up,Y_up,Y_up true false,Y_up_Hs,0,DGS,WestEuro,DGS
night,German,E,true,palm,false,true,false,false,right,false,false,false,false,1,Vertical,Vertical,X_left,X_left,X_left true false,X_left_Hs,0,DGS,WestEuro,DGS
not,German,1,true,finger_fronts,false,false,false,false,right,false,false,false,false,1,Vertical,Vertical,X_right,X_right,X_right false false,X_right,0,DGS,WestEuro,DGS
old,German,L_bnb,false,radial_side,false,false,false,false,right,false,false,false,false,0,cheek,head,Y_down,Y_down,Y_down false false,Y_down,0,DGS,WestEuro,DGS
other,German,1,true,tip,false,false,true,false,right,false,false,false,false,1,Lateral,Lateral,Y_down,Y_down,Y_down false true,Y_down_Or,0,DGS,WestEuro,DGS
person,German,L_nb,false,tip,false,false,false,false,right,false,false,false,false,0,Vertical,Vertical,Y_down,Y_down,Y_down false false,Y_down,0,DGS,WestEuro,DGS
pig,German,5_nb,false,tip,false,false,false,false,right,false,false,false,false,0,nose,head,Z_front,Z_front,Z_front false false,Z_front,0,DGS,WestEuro,DGS
play,German,L_enb,false,ulnar_side,true,false,false,false,right,false,false,false,false,0,Horizontal,Horizontal,Y_down,Y_down,Y_down false false,Y_down,0,DGS,WestEuro,DGS
rain,German,5,true,palm,true,false,false,false,right,false,false,false,false,1,Horizontal,Horizontal,Y_down,Y_down,Y_down false false,Y_down,0,DGS,WestEuro,DGS
red,German,1,false,tip,true,true,false,false,right,false,false,false,false,0,chin,head,true false,Hs_Change,true false,Hs,0,DGS,WestEuro,DGS
river,German,E,true,palm,true,false,false,false,right,false,false,false,false,1,Lateral,Lateral,Z_front,Z_front,Z_front false false,Z_front,0,DGS,WestEuro,DGS
salt,German,L_b,false,tip,false,true,false,false,right,false,false,false,false,0,Horizontal,Horizontal,true false,Hs_Change,true false,Hs,0,DGS,WestEuro,DGS
sea,German,5,false,palm,false,true,false,false,right,false,false,false,false,0,Horizontal,Horizontal,X_right,X_right,X_right true false,X_right_Hs,0,DGS,WestEuro,DGS
sharp,German,E,false,ulnar_side,false,false,false,false,right,false,false,false,false,0,palm,hand,Y_down,Y_down,Y_down false false,Y_down,0,DGS,WestEuro,DGS
short,German,E,true,palm,false,false,false,false,right,false,false,false,false,1,Lateral,Lateral,X_left,X_left,X_left false false,X_left,0,DGS,WestEuro,DGS
singing,German,1,true,tip,true,false,true,false,right,false,false,false,false,1,Lateral,Lateral,Y_down,Y_down,Y_down false true,Y_down_Or,0,DGS,WestEuro,DGS
sister,German,1,true,radial_side,true,false,false,false,right,false,false,false,false,1,Lateral,Lateral,X_left,X_left,X_left false false,X_left,0,DGS,WestEuro,DGS
sit,German,V_nb,true,heel,false,false,false,false,right,false,false,false,false,1,Lateral,Lateral,Y_down,Y_down,Y_down false false,Y_down,0,DGS,WestEuro,DGS
smooth,German,E,false,palm,false,false,false,false,right,false,false,false,false,0,palm,hand,Z_front,Z_front,Z_front false false,Z_front,0,DGS,WestEuro,DGS
snake,German,E,false,tip,false,false,true,false,right,false,false,false,false,0,Vertical,Vertical,Z_front,Z_front,Z_front false true,Z_front_Or,0,DGS,WestEuro,DGS
snow,German,5_nb,true,tip,false,false,true,false,right,false,false,false,false,1,Lateral,Lateral,false true,Or_Change,false true,Or,0,DGS,WestEuro,DGS
stand,German,V,false,tip,false,false,false,false,right,false,false,false,false,0,palm,hand,Y_down,Y_down,Y_down false false,Y_down,0,DGS,WestEuro,DGS
star,German,1,true,tip,true,false,false,false,right,false,false,false,false,1,Vertical,Vertical,Y_down,Y_down,Y_down false false,Y_down,0,DGS,WestEuro,DGS
stone,German,E_nb,false,back_of_palm,true,false,false,false,right,false,false,false,false,0,Horizontal,Horizontal,X_left,X_left,X_left false false,X_left,0,DGS,WestEuro,DGS
string,German,L_nb,false,tip,false,false,true,false,right,false,false,false,false,0,tip,hand,X_right,X_right,X_right false true,X_right_Or,0,DGS,WestEuro,DGS
sun,German,E_bnb,false,heel,false,true,false,false,right,false,false,false,false,0,Lateral,Lateral,X_left,X_left,X_left true false,X_left_Hs,0,DGS,WestEuro,DGS
tail,German,E_nb,false,finger_fronts,false,true,false,false,right,false,false,false,false,0,waist,torso,Y_up,Y_up,Y_up true false,Y_up_Hs,0,DGS,WestEuro,DGS
thin,German,E,true,ulnar_side,false,false,false,false,right,false,false,false,false,1,Horizontal,Horizontal,Y_down,Y_down,Y_down false false,Y_down,0,DGS,WestEuro,DGS
tree,German,5,false,ulnar_side,true,false,false,false,right,false,false,false,false,0,Lateral,Lateral,X_left,X_left,X_left false false,X_left,0,DGS,WestEuro,DGS
vomit,German,5,false,palm,false,false,false,false,right,false,false,false,false,0,below_chin,head,Y_down,Y_down,Y_down false false,Y_down,0,DGS,WestEuro,DGS
warm,German,5,false,palm,false,true,false,false,right,false,false,false,false,0,mouth,head,Y_up,Y_up,Y_up true false,Y_up_Hs,0,DGS,WestEuro,DGS
water,German,5,false,radial_side,true,false,false,false,right,false,false,false,false,0,neck,torso,Z_back,Z_back,Z_back false false,Z_back,0,DGS,WestEuro,DGS
wet,German,E_b,true,finger_fronts,true,true,false,false,right,false,false,false,false,1,Vertical,Vertical,true false,Hs_Change,true false,Hs,0,DGS,WestEuro,DGS
what,German,E,true,back_of_palm,true,false,false,false,right,false,false,false,false,1,Horizontal,Horizontal,X_left,X_left,X_left false false,X_left,0,DGS,WestEuro,DGS
when,German,E,false,palm,false,false,true,false,right,false,false,false,false,0,Vertical,Vertical,false true,Or_Change,false true,Or,0,DGS,WestEuro,DGS
where,German,E,true,back_of_palm,false,false,false,false,right,false,false,false,false,1,Horizontal,Horizontal,X_right,X_right,X_right false false,X_right,0,DGS,WestEuro,DGS
white,German,1,false,radial_side,false,false,false,false,right,false,false,false,false,0,chin,head,X_left,X_left,X_left false false,X_left,0,DGS,WestEuro,DGS
who,German,R,false,radial_side,true,false,false,false,right,false,false,false,false,0,Lateral,Lateral,X_left,X_left,X_left false false,X_left,0,DGS,WestEuro,DGS
wide,German,1,false,tip,false,false,false,false,right,false,false,false,false,0,Vertical,Vertical,Z_front,Z_front,Z_front false false,Z_front,0,DGS,WestEuro,DGS
wife,German,I,false,tip,false,false,false,false,right,false,false,false,false,0,back_of_fingers,hand,X_left,X_left,X_left false false,X_left,1,DGS,WestEuro,DGS
wind,German,S,true,heel,true,false,true,false,right,false,false,false,false,1,Lateral,Lateral,X_left,X_left,X_left false true,X_left_Or,0,DGS,WestEuro,DGS
with,German,E,false,finger_fronts,false,true,false,false,right,false,false,false,false,0,Lateral,Lateral,X_left,X_left,X_left true false,X_left_Hs,0,DGS,WestEuro,DGS
woman,German,L_eb,false,tip,false,false,false,false,right,false,false,false,false,0,cheek,head,Z_back,Z_back,Z_back false false,Z_back,0,DGS,WestEuro,DGS
wood,German,H,false,ulnar_side,true,false,false,false,right,false,false,false,false,0,finger_fronts,hand,Y_down,Y_down,Y_down false false,Y_down,0,DGS,WestEuro,DGS
work,German,S,false,ulnar_side,true,false,false,false,right,false,false,false,false,0,radial_side,hand,Y_down,Y_down,Y_down false false,Y_down,0,DGS,WestEuro,DGS
worm,German,1,false,finger_fronts,false,true,false,false,right,false,false,false,false,0,Horizontal,Horizontal,Z_front,Z_front,Z_front true false,Z_front_Hs,0,DGS,WestEuro,DGS
year,German,Y,false,back_of_palm,false,false,false,false,right,false,false,false,false,0,Vertical,Vertical,X_right,X_right,X_right false false,X_right,0,DGS,WestEuro,DGS
yellow,German,Y,false,finger_fronts,false,false,true,false,right,false,false,false,false,0,Lateral,Lateral,false true,Or_Change,false true,Or,0,DGS,WestEuro,DGS
all,German (Austria),B,false,palm,false,false,false,false,right,false,false,false,false,0,Horizontal,Horizontal,X_right,X_right,X_right false false,X_right,0,LSF,WestEuro,OGS
animal,German (Austria),1,false,tip,false,false,true,false,right,false,false,false,false,0,forehead,head,Y_down,Y_down,Y_down false true,Y_down_Or,0,LSF,WestEuro,OGS
bad,German (Austria),5,false,palm,false,false,true,false,right,false,false,false,false,0,Vertical,Vertical,false true,Or_Change,false true,Or,0,LSF,WestEuro,OGS
because,German (Austria),1,false,tip,false,true,false,false,right,false,false,false,false,0,cheek,head,Y_down,Y_down,Y_down true false,Y_down_Hs,0,LSF,WestEuro,OGS
bird,German (Austria),L,false,heel,false,true,false,false,right,false,false,false,false,0,chin,head,true false,Hs_Change,true false,Hs,0,LSF,WestEuro,OGS
black,German (Austria),E,false,palm,false,false,false,false,right,false,false,false,false,0,forehead,head,Y_down,Y_down,Y_down false false,Y_down,0,LSF,WestEuro,OGS
blood,German (Austria),5,false,finger_fronts,false,true,false,false,right,false,false,false,false,0,mouth,head,Y_down,Y_down,Y_down true false,Y_down_Hs,0,LSF,WestEuro,OGS
boring,German (Austria),A,false,tip,true,false,false,false,right,false,false,false,false,0,chin,head,X_left,X_left,X_left false false,X_left,0,LSF,WestEuro,OGS
brother,German (Austria),1,false,radial_side,true,false,false,false,right,false,false,false,false,0,Lateral,Lateral,Z_front,Z_front,Z_front false false,Z_front,0,LSF,WestEuro,OGS
bug,German (Austria),1,true,heel,true,false,false,false,right,false,false,true,false,1,forehead,head,Z_front,Z_front,Z_front false false,Z_front,1,LSF,WestEuro,OGS
cat,German (Austria),L_eb,true,tip,true,false,false,false,right,false,false,false,false,1,mouth,head,X_right,X_right,X_right false false,X_right,0,LSF,WestEuro,OGS
child,German (Austria),E,false,palm,false,false,false,false,right,false,false,false,false,0,Horizontal,Horizontal,Y_down,Y_down,Y_down false false,Y_down,0,LSF,WestEuro,OGS
correct,German (Austria),H,false,finger_fronts,false,false,false,false,right,false,false,false,false,0,palm,hand,X_left,X_left,X_left false false,X_left,0,LSF,WestEuro,OGS
count,German (Austria),S_b,true,back_of_palm,false,true,false,false,right,false,false,false,false,1,Horizontal,Horizontal,Y_down,Y_down,Y_down true false,Y_down_Hs,0,LSF,WestEuro,OGS
dance,German (Austria),L_eb,true,tip,true,false,false,false,right,false,false,false,false,1,Horizontal,Horizontal,Z_front,Z_front,Z_front false false,Z_front,0,LSF,WestEuro,OGS
day,German (Austria),L_enb,false,radial_side,false,false,false,false,right,false,false,false,false,0,Vertical,Vertical,X_right,X_right,X_right false false,X_right,0,LSF,WestEuro,OGS
die,German (Austria),B,false,heel,false,false,true,false,right,false,false,false,false,0,heel,NA,false true,Or_Change,false true,Or,0,LSF,WestEuro,OGS
dirty,German (Austria),5,false,tip,true,false,false,false,right,false,false,false,false,0,palm,hand,X_left,X_left,X_left false false,X_left,0,LSF,WestEuro,OGS
dog,German (Austria),E_nb,false,back_of_fingers,true,true,false,false,right,false,false,false,false,0,mouth,head,true false,Hs_Change,true false,Hs,0,LSF,WestEuro,OGS
dry,German (Austria),E_b,true,tip,false,true,false,false,right,false,false,false,false,1,Lateral,Lateral,X_right,X_right,X_right true false,X_right_Hs,0,LSF,WestEuro,OGS
dust,German (Austria),E,false,palm,false,false,true,false,right,false,false,false,false,0,Horizontal,Horizontal,X_right,X_right,X_right false true,X_right_Or,0,LSF,WestEuro,OGS
earth,German (Austria),E,true,radial_side,false,false,true,false,right,false,false,false,false,1,Lateral,Lateral,Y_down,Y_down,Y_down false true,Y_down_Or,0,LSF,WestEuro,OGS
egg,German (Austria),L_eb,false,tip,true,false,false,false,right,false,false,false,false,0,chin,head,Z_back,Z_back,Z_back false false,Z_back,0,LSF,WestEuro,OGS
father,German (Austria),1,false,radial_side,false,false,false,false,right,false,false,false,false,0,chin,head,Y_up,Y_up,Y_up false false,Y_up,0,LSF,WestEuro,OGS
feather,German (Austria),L_b,false,tip,false,true,false,false,right,false,false,false,false,0,tip,hand,X_right,X_right,X_right true false,X_right_Hs,0,LSF,WestEuro,OGS
fire,German (Austria),5,true,palm,true,false,true,false,right,false,false,false,false,1,Lateral,Lateral,Y_up,Y_up,Y_up false true,Y_up_Or,0,LSF,WestEuro,OGS
fish,German (Austria),E,false,tip,false,false,true,false,right,false,false,false,false,0,Vertical,Vertical,Z_front,Z_front,Z_front false true,Z_front_Or,0,LSF,WestEuro,OGS
flower,German (Austria),E_bnb,false,tip,true,true,false,false,right,false,false,false,false,0,nose,head,true false,Hs_Change,true false,Hs,0,LSF,WestEuro,OGS
full,German (Austria),V,true,radial_side,false,false,false,false,right,false,false,false,false,1,Lateral,Lateral,X_right,X_right,X_right false false,X_right,0,LSF,WestEuro,OGS
good,German (Austria),L_enb,false,tip,false,false,false,false,right,false,false,false,false,0,Vertical,Vertical,Z_front,Z_front,Z_front false false,Z_front,0,LSF,WestEuro,OGS
grass,German (Austria),4,true,tip,true,false,false,false,right,false,false,false,false,1,Horizontal,Horizontal,Y_up,Y_up,Y_up false false,Y_up,0,LSF,WestEuro,OGS
grease,German (Austria),E_b,true,tip,false,true,false,false,right,false,true,false,false,1,Lateral,Lateral,X_right,X_right,X_right true false,X_right_Hs,1,LSF,WestEuro,OGS
green,German (Austria),A,false,radial_side,true,false,false,false,right,false,false,false,false,0,chin,head,Y_down,Y_down,Y_down false false,Y_down,0,LSF,WestEuro,OGS
heavy,German (Austria),S,true,back_of_palm,false,false,false,false,right,false,false,false,false,1,Horizontal,Horizontal,Y_up,Y_up,Y_up false false,Y_up,0,LSF,WestEuro,OGS
how,German (Austria),Y,true,ulnar_side,false,false,false,false,right,false,false,false,false,1,Lateral,Lateral,X_right,X_right,X_right false false,X_right,0,LSF,WestEuro,OGS
husband,German (Austria),E,true,palm,true,false,true,false,right,false,true,false,false,1,Lateral,Lateral,Y_down,Y_down,Y_down false true,Y_down_Or,1,LSF,WestEuro,OGS
ice,German (Austria),M_enb,false,tip,false,false,false,false,right,false,false,false,false,0,wrist_back,arm,X_right,X_right,X_right false false,X_right,0,LSF,WestEuro,OGS
if,German (Austria),V,false,finger_fronts,false,false,false,false,right,false,false,false,false,0,back_of_fingers,hand,Y_down,Y_down,Y_down false false,Y_down,0,LSF,WestEuro,OGS
kill,German (Austria),S,false,ulnar_side,false,false,false,false,right,false,false,false,false,0,Vertical,Vertical,Z_front,Z_front,Z_front false false,Z_front,0,LSF,WestEuro,OGS
laugh,German (Austria),5_b,true,tip,true,false,false,false,right,false,false,false,false,1,Torso_bottom,torso,Z_back,Z_back,Z_back false false,Z_back,0,LSF,WestEuro,OGS
leaf,German (Austria),1,true,tip,true,false,false,false,right,false,false,false,false,1,Vertical,Vertical,Y_down,Y_down,Y_down false false,Y_down,0,LSF,WestEuro,OGS
lie,German (Austria),1,false,radial_side,true,false,false,false,right,false,false,false,false,0,chin,head,X_left,X_left,X_left false false,X_left,0,LSF,WestEuro,OGS
live,German (Austria),L,true,radial_side,false,false,false,false,right,false,false,false,false,1,Torso_top,torso,Y_up,Y_up,Y_up false false,Y_up,0,LSF,WestEuro,OGS
long,German (Austria),E,true,palm,false,false,false,false,right,false,false,false,false,1,Lateral,Lateral,X_right,X_right,X_right false false,X_right,0,LSF,WestEuro,OGS
look_for,German (Austria),V_nb,true,back_of_palm,true,false,false,false,right,false,false,false,false,1,Horizontal,Horizontal,Y_down,Y_down,Y_down false false,Y_down,0,LSF,WestEuro,OGS
man,German (Austria),B_nb,false,back_of_palm,true,false,false,false,right,false,false,false,false,0,cheek,head,Z_front,Z_front,Z_front false false,Z_front,0,LSF,WestEuro,OGS
meat,German (Austria),E_bnb,false,tip,false,true,false,false,right,false,false,false,false,0,back_of_palm,hand,Y_up,Y_up,Y_up true false,Y_up_Hs,1,LSF,WestEuro,OGS
moon,German (Austria),L_b,false,tip,false,true,false,false,right,false,false,false,false,0,Lateral,Lateral,Y_down,Y_down,Y_down true false,Y_down_Hs,0,LSF,WestEuro,OGS
mother,German (Austria),H,false,radial_side,false,false,false,false,right,false,false,false,false,0,mouth,head,X_left,X_left,X_left false false,X_left,0,LSF,WestEuro,OGS
mountain,German (Austria),E_bnb,false,tip,false,true,false,false,right,false,false,false,false,0,tip,hand,X_right,X_right,X_right true false,X_right_Hs,0,LSF,WestEuro,OGS
name,German (Austria),H,false,back_of_fingers,false,false,false,false,right,false,false,false,false,0,palm,hand,X_right,X_right,X_right false false,X_right,0,LSF,WestEuro,OGS
narrow,German (Austria),S_b,true,heel,false,false,false,false,right,false,false,false,false,1,Lateral,Lateral,X_left,X_left,X_left false false,X_left,0,LSF,WestEuro,OGS
new,German (Austria),B,false,back_of_palm,false,false,false,false,right,false,false,false,false,0,palm,hand,X_left,X_left,X_left false false,X_left,0,LSF,WestEuro,OGS
night,German (Austria),H,false,radial_side,false,false,false,false,right,false,false,false,false,0,forehead,head,X_right,X_right,X_right false false,X_right,0,LSF,WestEuro,OGS
not,German (Austria),1,false,finger_fronts,true,false,true,false,right,false,false,false,false,0,Vertical,Vertical,false true,Or_Change,false true,Or,0,LSF,WestEuro,OGS
old,German (Austria),L_nb,false,finger_fronts,true,false,false,false,right,false,false,false,false,0,chin,head,Z_back,Z_back,Z_back false false,Z_back,0,LSF,WestEuro,OGS
other,German (Austria),1,true,tip,true,false,true,false,right,false,false,false,false,1,tip,hand,Z_front,Z_front,Z_front false true,Z_front_Or,0,LSF,WestEuro,OGS
person,German (Austria),L_nb,false,tip,false,false,false,false,right,false,false,false,false,0,Vertical,Vertical,Y_down,Y_down,Y_down false false,Y_down,0,LSF,WestEuro,OGS
pig,German (Austria),1,false,tip,false,false,true,false,right,false,false,false,false,0,cheek,head,Y_down,Y_down,Y_down false true,Y_down_Or,0,LSF,WestEuro,OGS
play,German (Austria),5_b,true,tip,true,false,false,false,right,false,false,false,false,1,Horizontal,Horizontal,Y_up,Y_up,Y_up false false,Y_up,0,LSF,WestEuro,OGS
rain,German (Austria),5_nb,true,tip,true,false,true,false,right,false,false,false,false,1,Horizontal,Horizontal,Y_down,Y_down,Y_down false true,Y_down_Or,0,LSF,WestEuro,OGS
red,German (Austria),1,false,radial_side,false,false,false,false,right,false,false,false,false,0,chin,head,X_left,X_left,X_left false false,X_left,0,LSF,WestEuro,OGS
river,German (Austria),E,true,palm,true,false,false,false,right,false,false,false,false,1,Lateral,Lateral,Z_front,Z_front,Z_front false false,Z_front,0,LSF,WestEuro,OGS
salt,German (Austria),U_b,false,tip,true,true,false,false,right,false,false,false,false,0,Horizontal,Horizontal,Z_front,Z_front,Z_front true false,Z_front_Hs,0,LSF,WestEuro,OGS
sea,German (Austria),5,false,radial_side,false,false,true,false,right,false,false,false,false,0,ulnar_side,hand,Z_front,Z_front,Z_front false true,Z_front_Or,0,LSF,WestEuro,OGS
sharp,German (Austria),B_b,false,tip,false,false,false,false,right,false,false,false,false,0,cheek,head,Z_front,Z_front,Z_front false false,Z_front,0,LSF,WestEuro,OGS
short,German (Austria),H,true,finger_fronts,false,false,false,false,right,false,false,false,false,1,Lateral,Lateral,X_left,X_left,X_left false false,X_left,0,LSF,WestEuro,OGS
singing,German (Austria),1,true,tip,true,false,true,false,right,false,false,false,false,1,Vertical,Vertical,X_left,X_left,X_left false true,X_left_Or,0,LSF,WestEuro,OGS
sister,German (Austria),1,false,radial_side,true,false,false,false,right,false,false,false,false,0,radial_side,hand,Z_front,Z_front,Z_front false false,Z_front,0,LSF,WestEuro,OGS
sit,German (Austria),V_nb,true,finger_fronts,false,false,false,false,right,false,false,false,false,1,Lateral,Lateral,Y_down,Y_down,Y_down false false,Y_down,0,LSF,WestEuro,OGS
smooth,German (Austria),M_enb,false,finger_fronts,false,false,false,false,right,false,false,false,false,0,back_of_palm,hand,Z_front,Z_front,Z_front false false,Z_front,0,LSF,WestEuro,OGS
snake,German (Austria),1,false,tip,false,false,true,false,right,false,false,false,false,0,Lateral,Lateral,X_left,X_left,X_left false true,X_left_Or,0,LSF,WestEuro,OGS
snow,German (Austria),5,true,finger_fronts,false,true,false,false,right,false,false,false,false,1,Vertical,Vertical,Y_down,Y_down,Y_down true false,Y_down_Hs,0,LSF,WestEuro,OGS
star,German (Austria),1,true,tip,true,false,false,false,right,false,false,false,false,1,Vertical,Vertical,Y_down,Y_down,Y_down false false,Y_down,0,LSF,WestEuro,OGS
stone,German (Austria),S,false,ulnar_side,false,false,false,false,right,false,false,false,false,0,radial_side,hand,Y_down,Y_down,Y_down false false,Y_down,0,LSF,WestEuro,OGS
string,German (Austria),L_enb,true,tip,false,false,false,false,right,false,false,false,false,1,Lateral,Lateral,X_right,X_right,X_right false false,X_right,0,LSF,WestEuro,OGS
sun,German (Austria),E_bnb,false,heel,false,true,false,false,right,false,false,false,false,0,Lateral,Lateral,X_left,X_left,X_left true false,X_left_Hs,0,LSF,WestEuro,OGS
tail,German (Austria),5_b,false,tip,false,true,false,false,right,false,false,false,false,0,hips,torso,Y_up,Y_up,Y_up true false,Y_up_Hs,0,LSF,WestEuro,OGS
thin,German (Austria),I,false,back_of_fingers,false,false,false,false,right,false,false,false,false,0,Vertical,Vertical,Y_down,Y_down,Y_down false false,Y_down,0,LSF,WestEuro,OGS
tree,German (Austria),S,true,ulnar_side,true,false,false,false,right,false,false,false,false,1,Horizontal,Horizontal,Z_front,Z_front,Z_front false false,Z_front,0,LSF,WestEuro,OGS
vomit,German (Austria),5,false,back_of_palm,false,false,true,false,right,false,false,false,false,0,mouth,head,Y_down,Y_down,Y_down false true,Y_down_Or,0,LSF,WestEuro,OGS
warm,German (Austria),E,false,finger_fronts,false,false,false,false,right,false,false,false,false,0,mouth,head,Y_down,Y_down,Y_down false false,Y_down,0,LSF,WestEuro,OGS
water,German (Austria),Y,false,ulnar_side,true,false,false,false,right,false,false,false,false,0,Lateral,Lateral,Z_back,Z_back,Z_back false false,Z_back,0,LSF,WestEuro,OGS
wet,German (Austria),E,false,finger_fronts,true,false,true,false,right,false,false,false,false,0,back_of_palm,hand,false true,Or_Change,false true,Or,0,LSF,WestEuro,OGS
what,German (Austria),5,true,back_of_palm,true,false,false,false,right,false,false,false,false,1,Horizontal,Horizontal,X_left,X_left,X_left false false,X_left,0,LSF,WestEuro,OGS
when,German (Austria),1,false,tip,false,true,false,false,right,false,false,false,false,0,Vertical,Vertical,true false,Hs_Change,true false,Hs,0,LSF,WestEuro,OGS
where,German (Austria),E,true,back_of_palm,true,false,false,false,right,false,false,false,false,1,Horizontal,Horizontal,X_left,X_left,X_left false false,X_left,0,LSF,WestEuro,OGS
white,German (Austria),A,false,tip,false,false,false,false,right,false,false,false,false,0,clavicle,torso,Y_down,Y_down,Y_down false false,Y_down,0,LSF,WestEuro,OGS
who,German (Austria),H,false,tip,true,false,false,false,right,false,false,false,false,0,chin,head,Z_back,Z_back,Z_back false false,Z_back,0,LSF,WestEuro,OGS
wide,German (Austria),5,true,palm,false,false,false,false,right,false,false,false,false,1,Lateral,Lateral,X_right,X_right,X_right false false,X_right,0,LSF,WestEuro,OGS
wife,German (Austria),5,true,palm,false,false,true,false,right,false,false,false,true,1,Lateral,Lateral,Y_down,Y_down,Y_down false true,Y_down_Or,1,LSF,WestEuro,OGS
wind,German (Austria),H,false,tip,true,false,false,false,right,false,false,false,false,0,Horizontal,Horizontal,X_left,X_left,X_left false false,X_left,0,LSF,WestEuro,OGS
