english,language,handshape,twohands,handpart,mmvrepeated,dmvhandshape,dmvorientation,compound,domhand,twohandsC,mmvcrepeated,dmvchandshape,dmvcorientation,annotator,TwoH,PoA,PoA2,Mov,Mov2,Mov3,Mov4,Compounds,hist,geo,SL,,
short,Austrian,H,true,finger_fronts,false,false,false,false,right,false,false,false,false,carlo,1,Lateral,Lateral,X_left,X_left,X_left,false,false,X_left,0,LSF,WestEuro,OGS
singing,Austrian,1,true,tip,true,false,true,false,right,false,false,false,false,Annotator,1,Vertical,Vertical,X_left,X_left,X_left,false,true,X_left_Or,0,LSF,WestEuro,OGS
sister,Austrian,1,false,radial_side,true,false,false,false,right,false,false,false,false,carlo,0,radial_side,hand,Z_front,Z_front,Z_front,false,false,Z_front,0,LSF,WestEuro,OGS
sit,Austrian,V_nb,true,finger_fronts,false,false,false,false,right,false,false,false,false,Annotator,1,Lateral,Lateral,Y_down,Y_down,Y_down,false,false,Y_down,0,LSF,WestEuro,OGS
smooth,Austrian,M_enb,false,finger_fronts,false,false,false,false,right,false,false,false,false,carlo,0,back_of_palm,hand,Z_front,Z_front,Z_front,false,false,Z_front,0,LSF,WestEuro,OGS
snake,Austrian,1,false,tip,false,false,true,false,right,false,false,false,false,carlo,0,Lateral,Lateral,X_left,X_left,X_left,false,true,X_left_Or,0,LSF,WestEuro,OGS
snow,Austrian,5,true,finger_fronts,false,true,false,false,right,false,false,false,false,carlo,1,Vertical,Vertical,Y_down,Y_down,Y_down,true,false,Y_down_Hs,0,LSF,WestEuro,OGS
star,Austrian,1,true,tip,true,false,false,false,right,false,false,false,false,carlo,1,Vertical,Vertical,Y_down,Y_down,Y_down,false,false,Y_down,0,LSF,WestEuro,OGS
stone,Austrian,S,false,ulnar_side,false,false,false,false,right,false,false,false,false,carlo,0,radial_side,hand,Y_down,Y_down,Y_down,false,false,Y_down,0,LSF,WestEuro,OGS
string,Austrian,L_enb,true,tip,false,false,false,false,right,false,false,false,false,carlo,1,Lateral,Lateral,X_right,X_right,X_right,false,false,X_right,0,LSF,WestEuro,OGS
sun,Austrian,E_bnb,false,heel,false,true,false,false,right,false,false,false,false,carlo,0,Lateral,Lateral,X_left,X_left,X_left,true,false,X_left_Hs,0,LSF,WestEuro,OGS
tail,Austrian,5_b,false,tip,false,true,false,false,right,false,false,false,false,carlo,0,hips,torso,Y_up,Y_up,Y_up,true,false,Y_up_Hs,0,LSF,WestEuro,OGS
thin,Austrian,I,false,back_of_fingers,false,false,false,false,right,false,false,false,false,carlo,0,Vertical,Vertical,Y_down,Y_down,Y_down,false,false,Y_down,0,LSF,WestEuro,OGS
tree,Austrian,S,true,ulnar_side,true,false,false,false,right,false,false,false,false,carlo,1,Horizontal,Horizontal,Z_front,Z_front,Z_front,false,false,Z_front,0,LSF,WestEuro,OGS
vomit,Austrian,5,false,back_of_palm,false,false,true,false,right,false,false,false,false,carlo,0,mouth,head,Y_down,Y_down,Y_down,false,true,Y_down_Or,0,LSF,WestEuro,OGS
warm,Austrian,E,false,finger_fronts,false,false,false,false,right,false,false,false,false,carlo,0,mouth,head,Y_down,Y_down,Y_down,false,false,Y_down,0,LSF,WestEuro,OGS
water,Austrian,Y,false,ulnar_side,true,false,false,false,right,false,false,false,false,carlo,0,Lateral,Lateral,Z_back,Z_back,Z_back,false,false,Z_back,0,LSF,WestEuro,OGS
wet,Austrian,E,false,finger_fronts,true,false,true,false,right,false,false,false,false,carlo,0,back_of_palm,hand,false,true,Or_Change,false,true,Or,0,LSF,WestEuro,OGS
what,Austrian,5,true,back_of_palm,true,false,false,false,right,false,false,false,false,carlo,1,Horizontal,Horizontal,X_left,X_left,X_left,false,false,X_left,0,LSF,WestEuro,OGS
when,Austrian,1,false,tip,false,true,false,false,right,false,false,false,false,carlo,0,Vertical,Vertical,true,false,Hs_Change,true,false,Hs,0,LSF,WestEuro,OGS
where,Austrian,E,true,back_of_palm,true,false,false,false,right,false,false,false,false,carlo,1,Horizontal,Horizontal,X_left,X_left,X_left,false,false,X_left,0,LSF,WestEuro,OGS
white,Austrian,A,false,tip,false,false,false,false,right,false,false,false,false,carlo,0,clavicle,torso,Y_down,Y_down,Y_down,false,false,Y_down,0,LSF,WestEuro,OGS
who,Austrian,H,false,tip,true,false,false,false,right,false,false,false,false,carlo,0,chin,head,Z_back,Z_back,Z_back,false,false,Z_back,0,LSF,WestEuro,OGS
wide,Austrian,5,true,palm,false,false,false,false,right,false,false,false,false,carlo,1,Lateral,Lateral,X_right,X_right,X_right,false,false,X_right,0,LSF,WestEuro,OGS
wife,Austrian,5,true,palm,false,false,true,false,right,false,false,false,true,carlo,1,Lateral,Lateral,Y_down,Y_down,Y_down,false,true,Y_down_Or,1,LSF,WestEuro,OGS
wind,Austrian,H,false,tip,true,false,false,false,right,false,false,false,false,carlo,0,Horizontal,Horizontal,X_left,X_left,X_left,false,false,X_left,0,LSF,WestEuro,OGS
with,Austrian,E,false,finger_fronts,false,true,false,false,right,false,false,false,false,carlo,0,Lateral,Lateral,X_left,X_left,X_left,true,false,X_left_Hs,0,LSF,WestEuro,OGS
woman,Austrian,L_eb,false,tip,false,false,true,false,right,false,false,false,false,carlo,0,lip,head,Z_back,Z_back,Z_back,false,true,Z_back_Or,0,LSF,WestEuro,OGS
wood,Austrian,E,false,finger_fronts,true,false,false,false,right,false,false,false,false,carlo,0,tip,hand,Y_down,Y_down,Y_down,false,false,Y_down,0,LSF,WestEuro,OGS
work,Austrian,S,false,ulnar_side,true,false,false,false,right,false,false,false,false,carlo,0,radial_side,hand,Y_down,Y_down,Y_down,false,false,Y_down,0,LSF,WestEuro,OGS
worm,Austrian,1,false,finger_fronts,false,true,false,false,right,false,false,false,false,carlo,0,Horizontal,Horizontal,X_left,X_left,X_left,true,false,X_left_Hs,0,LSF,WestEuro,OGS
year,Austrian,Y,true,ulnar_side,false,false,false,false,right,false,false,false,false,carlo,1,Horizontal,Horizontal,Y_down,Y_down,Y_down,false,false,Y_down,0,LSF,WestEuro,OGS
yellow,Austrian,Y,false,ulnar_side,true,true,false,false,right,false,false,false,false,carlo,0,Vertical,Vertical,true,false,Hs_Change,true,false,Hs,0,LSF,WestEuro,OGS
all,Ukrainian,5,true,palm,false,true,false,false,right,false,false,false,false,shi,1,Horizontal,Horizontal,X_right,X_right,X_right,true,false,X_right_Hs,0,RSL,EastEuro,UkSL
animal,Ukrainian,5_nb,true,tip,false,false,false,false,right,false,false,false,false,shi,1,Torso_mid,torso,X_right,X_right,X_right,false,false,X_right,0,RSL,EastEuro,UkSL
bad,Ukrainian,1_nb,false,radial_side,true,false,false,false,right,false,false,false,false,shi,0,nose,head,Z_back,Z_back,Z_back,false,false,Z_back,0,RSL,EastEuro,UkSL
because,Ukrainian,5_nb,false,tip,false,false,true,false,right,false,false,false,false,shi,0,palm,hand,Y_down,Y_down,Y_down,false,true,Y_down_Or,0,RSL,EastEuro,UkSL
bird,Ukrainian,L,false,back_of_palm,false,true,false,false,right,true,true,true,false,carlo,0,nose,head,true,false,Hs_Change,true,false,Hs,1,RSL,EastEuro,UkSL
black,Ukrainian,V_nb,false,tip,false,false,true,false,right,false,false,false,false,shi,0,forehead,head,false,true,Or_Change,false,true,Or,0,RSL,EastEuro,UkSL
blood,Ukrainian,5,false,finger_fronts,true,false,true,false,right,false,false,false,false,shi,0,chin,head,false,true,Or_Change,false,true,Or,0,RSL,EastEuro,UkSL
boring,Ukrainian,E,false,finger_fronts,true,false,false,false,right,false,false,false,false,carlo,0,mouth,head,Z_back,Z_back,Z_back,false,false,Z_back,0,RSL,EastEuro,UkSL
brother,Ukrainian,1,false,tip,false,false,false,false,right,true,true,false,false,shi,0,forehead,head,Z_back,Z_back,Z_back,false,false,Z_back,1,RSL,EastEuro,UkSL
bug,Ukrainian,1,false,tip,true,true,false,false,right,false,false,false,false,carlo,0,cheek,head,true,false,Hs_Change,true,false,Hs,0,RSL,EastEuro,UkSL
cat,Ukrainian,5,false,tip,true,true,false,false,right,false,false,false,false,shi,0,back_of_palm,hand,X_right,X_right,X_right,true,false,X_right_Hs,0,RSL,EastEuro,UkSL
child,Ukrainian,Q,false,finger_fronts,false,false,true,false,right,false,false,false,false,shi,0,Lateral,Lateral,false,true,Or_Change,false,true,Or,0,RSL,EastEuro,UkSL
correct,Ukrainian,L_enb,true,ulnar_side,false,false,false,false,right,false,false,false,false,shi,1,Vertical,Vertical,Z_front,Z_front,Z_front,false,false,Z_front,0,RSL,EastEuro,UkSL
count,Ukrainian,5,true,ulnar_side,false,true,true,false,right,false,false,false,false,shi,1,Lateral,Lateral,true,true,Or_HS_Change,true,true,Hs_Or,0,RSL,EastEuro,UkSL
dance,Ukrainian,V,true,tip,true,true,false,false,right,false,false,false,false,shi,1,Horizontal,Horizontal,true,false,Hs_Change,true,false,Hs,0,RSL,EastEuro,UkSL
day,Ukrainian,5,true,back_of_palm,false,true,false,false,right,false,false,false,false,shi,1,Horizontal,Horizontal,Y_down,Y_down,Y_down,true,false,Y_down_Hs,0,RSL,EastEuro,UkSL
die,Ukrainian,V,false,ulnar_side,false,false,true,false,right,false,false,false,false,Annotator,0,Horizontal,Horizontal,false,true,Or_Change,false,true,Or,0,RSL,EastEuro,UkSL
dirty,Ukrainian,5,true,palm,true,false,false,false,right,false,false,false,false,shi,1,Lateral,Lateral,X_right,X_right,X_right,false,false,X_right,0,RSL,EastEuro,UkSL
dog,Ukrainian,E_nb,false,radial_side,true,false,false,false,right,false,false,false,false,shi,0,nose,head,Z_back,Z_back,Z_back,false,false,Z_back,0,RSL,EastEuro,UkSL
dry,Ukrainian,S_b,true,heel,false,false,false,false,right,false,false,false,false,shi,1,Horizontal,Horizontal,X_left,X_left,X_left,false,false,X_left,0,RSL,EastEuro,UkSL
dust,Ukrainian,M_enb,false,tip,false,false,false,false,right,false,false,false,true,carlo,0,Torso_mid,torso,X_right,X_right,X_right,false,false,X_right,1,RSL,EastEuro,UkSL
earth,Ukrainian,5_b,false,finger_fronts,true,true,false,false,right,false,false,false,false,shi,0,tip,hand,X_right,X_right,X_right,true,false,X_right_Hs,0,RSL,EastEuro,UkSL
egg,Ukrainian,1_nb,false,tip,true,false,false,false,left,false,false,false,false,shi,0,chin,head,Z_back,Z_back,Z_back,false,false,Z_back,0,RSL,EastEuro,UkSL
father,Ukrainian,B_b,false,radial_side,false,false,false,false,right,false,false,false,false,shi,0,forehead,head,Y_down,Y_down,Y_down,false,false,Y_down,0,RSL,EastEuro,UkSL
feather,Ukrainian,L_b,false,tip,false,true,false,false,right,false,false,false,false,carlo,0,tip,hand,X_right,X_right,X_right,true,false,X_right_Hs,0,RSL,EastEuro,UkSL
fire,Ukrainian,6,true,heel,true,false,false,false,right,false,false,false,false,shi,1,Lateral,Lateral,Y_up,Y_up,Y_up,false,false,Y_up,0,RSL,EastEuro,UkSL
fish,Ukrainian,5,false,radial_side,true,false,false,false,right,false,false,false,false,shi,0,palm,hand,X_left,X_left,X_left,false,false,X_left,0,RSL,EastEuro,UkSL
flower,Ukrainian,E_bnb,false,tip,true,true,false,false,right,false,false,false,false,shi,0,nose,head,true,false,Hs_Change,true,false,Hs,0,RSL,EastEuro,UkSL
full,Ukrainian,E,false,finger_fronts,false,false,true,false,right,false,false,false,false,shi,0,radial_side,hand,false,true,Or_Change,false,true,Or,0,RSL,EastEuro,UkSL
good,Ukrainian,B_b,false,finger_fronts,true,false,false,false,right,false,false,false,false,shi,0,back_of_palm,hand,Z_back,Z_back,Z_back,false,false,Z_back,0,RSL,EastEuro,UkSL
grass,Ukrainian,5,true,palm,true,false,false,false,right,false,false,false,false,shi,1,Lateral,Lateral,Y_up,Y_up,Y_up,false,false,Y_up,0,RSL,EastEuro,UkSL
grease,Ukrainian,E,false,finger_fronts,true,true,false,false,right,false,false,false,false,shi,0,palm,hand,Z_front,Z_front,Z_front,true,false,Z_front_Hs,0,RSL,EastEuro,UkSL
green,Ukrainian,1,false,radial_side,true,false,false,false,right,false,false,false,false,shi,0,cheek,head,Z_back,Z_back,Z_back,false,false,Z_back,0,RSL,EastEuro,UkSL
heavy,Ukrainian,S,true,back_of_palm,false,false,false,false,right,false,false,false,false,shi,1,Horizontal,Horizontal,Y_down,Y_down,Y_down,false,false,Y_down,0,RSL,EastEuro,UkSL
how,Ukrainian,R,true,finger_fronts,false,true,true,false,right,false,false,false,false,shi,1,Lateral,Lateral,true,true,Or_HS_Change,true,true,Hs_Or,0,RSL,EastEuro,UkSL
husband,Ukrainian,B,false,radial_side,true,false,false,false,right,false,false,false,false,shi,0,forehead,head,Z_back,Z_back,Z_back,false,false,Z_back,0,RSL,EastEuro,UkSL
ice,Ukrainian,X,false,tip,false,false,true,false,right,false,false,false,false,shi,0,Vertical,Vertical,false,true,Or_Change,false,true,Or,0,RSL,EastEuro,UkSL
if,Ukrainian,E,true,palm,true,false,false,false,right,false,false,false,false,shi,1,Horizontal,Horizontal,Y_up,Y_up,Y_up,false,false,Y_up,0,RSL,EastEuro,UkSL
kill,Ukrainian,A,false,tip,false,false,false,false,right,false,false,false,false,Annotator,0,palm,hand,Y_down,Y_down,Y_down,false,false,Y_down,0,RSL,EastEuro,UkSL
laugh,Ukrainian,V_nb,false,tip,true,false,false,false,right,false,false,false,false,shi,0,chin,head,Z_back,Z_back,Z_back,false,false,Z_back,0,RSL,EastEuro,UkSL
leaf,Ukrainian,L_b,false,tip,false,true,true,false,right,false,false,false,false,carlo,0,tip,hand,X_right,X_right,X_right,true,true,X_right_Hs_Or,0,RSL,EastEuro,UkSL
lie,Ukrainian,M_enb,false,tip,false,false,true,false,right,false,false,false,false,carlo,0,Vertical,Vertical,X_right,X_right,X_right,false,true,X_right_Or,0,RSL,EastEuro,UkSL
live,Ukrainian,B,true,ulnar_side,true,false,false,false,right,false,false,false,false,carlo,1,hips,torso,X_left,X_left,X_left,false,false,X_left,0,RSL,EastEuro,UkSL
long,Ukrainian,1,false,finger_fronts,false,false,false,false,right,false,false,false,false,carlo,0,tip,hand,Z_front,Z_front,Z_front,false,false,Z_front,0,RSL,EastEuro,UkSL
look_for,Ukrainian,V_nb,true,finger_fronts,true,false,false,false,right,false,false,false,false,carlo,1,Vertical,Vertical,Y_up,Y_up,Y_up,false,false,Y_up,0,RSL,EastEuro,UkSL
man,Ukrainian,B,false,radial_side,true,false,false,false,right,false,false,false,false,carlo,0,forehead,head,Z_back,Z_back,Z_back,false,false,Z_back,0,RSL,EastEuro,UkSL
meat,Ukrainian,E,false,radial_side,true,false,false,false,right,false,false,false,false,carlo,0,below_chin,head,X_right,X_right,X_right,false,false,X_right,0,RSL,EastEuro,UkSL
moon,Ukrainian,A,false,heel,false,false,false,false,right,false,false,false,false,carlo,0,forehead,head,Y_down,Y_down,Y_down,false,false,Y_down,0,RSL,EastEuro,UkSL
mother,Ukrainian,B,false,radial_side,false,false,false,false,right,false,false,false,false,carlo,0,cheek,head,X_right,X_right,X_right,false,false,X_right,0,RSL,EastEuro,UkSL
mountain,Ukrainian,B,true,palm,false,false,true,false,right,false,false,false,false,carlo,1,Horizontal,Horizontal,X_left,X_left,X_left,false,true,X_left_Or,0,RSL,EastEuro,UkSL
name,Ukrainian,1,false,finger_fronts,true,false,true,false,right,false,false,false,false,carlo,0,finger_fronts,hand,false,true,Or_Change,false,true,Or,0,RSL,EastEuro,UkSL
narrow,Ukrainian,1,true,finger_fronts,false,false,false,false,right,false,false,false,false,carlo,1,Lateral,Lateral,X_left,X_left,X_left,false,false,X_left,0,RSL,EastEuro,UkSL
new,Ukrainian,E,false,back_of_palm,false,false,false,false,right,false,false,false,false,carlo,0,palm,hand,Y_up,Y_up,Y_up,false,false,Y_up,0,RSL,EastEuro,UkSL
night,Ukrainian,E_nb,false,radial_side,false,true,false,false,right,false,false,false,false,carlo,0,forehead,head,X_left,X_left,X_left,true,false,X_left_Hs,0,RSL,EastEuro,UkSL
not,Ukrainian,5,false,ulnar_side,true,false,true,false,right,false,false,false,false,carlo,0,Lateral,Lateral,false,true,Or_Change,false,true,Or,0,RSL,EastEuro,UkSL
old,Ukrainian,S_b,false,heel,false,false,false,false,right,false,false,false,false,carlo,0,cheek,head,Y_down,Y_down,Y_down,false,false,Y_down,0,RSL,EastEuro,UkSL
other,Ukrainian,1,false,tip,false,false,true,false,right,false,false,false,false,Annotator,0,finger_fronts,hand,false,true,Or_Change,false,true,Or,0,RSL,EastEuro,UkSL
person,Ukrainian,1,false,tip,false,false,false,false,right,false,false,false,false,carlo,0,forehead,head,X_left,X_left,X_left,false,false,X_left,1,RSL,EastEuro,UkSL
pig,Ukrainian,5_b,false,tip,true,false,true,false,right,false,true,false,true,carlo,0,nose,head,false,true,Or_Change,false,true,Or,1,RSL,EastEuro,UkSL
play,Ukrainian,H,true,finger_fronts,true,false,false,false,right,false,false,false,false,carlo,1,Horizontal,Horizontal,Y_up,Y_up,Y_up,false,false,Y_up,0,RSL,EastEuro,UkSL
rain,Ukrainian,1_nb,true,tip,false,false,true,false,right,false,false,false,false,carlo,1,Horizontal,Horizontal,false,true,Or_Change,false,true,Or,0,RSL,EastEuro,UkSL
red,Ukrainian,1,false,tip,true,true,false,false,right,false,false,false,false,carlo,0,chin,head,true,false,Hs_Change,true,false,Hs,0,RSL,EastEuro,UkSL
river,Ukrainian,E,false,radial_side,false,false,false,false,right,false,true,false,false,carlo,0,forehead,head,Z_back,Z_back,Z_back,false,false,Z_back,1,RSL,EastEuro,UkSL
salt,Ukrainian,5_b,false,tip,true,true,false,false,right,false,false,false,false,carlo,0,Horizontal,Horizontal,true,false,Hs_Change,true,false,Hs,0,RSL,EastEuro,UkSL
sea,Ukrainian,5,true,palm,true,false,false,false,right,false,false,false,false,carlo,1,Horizontal,Horizontal,Z_front,Z_front,Z_front,false,false,Z_front,0,RSL,EastEuro,UkSL
sharp,Ukrainian,1,false,ulnar_side,false,false,false,false,right,false,false,false,false,Annotator,0,radial_side,hand,Y_up,Y_up,Y_up,false,false,Y_up,0,RSL,EastEuro,UkSL
short,Ukrainian,1,true,finger_fronts,false,false,false,false,right,false,false,false,false,carlo,1,Lateral,Lateral,X_left,X_left,X_left,false,false,X_left,0,RSL,EastEuro,UkSL
singing,Ukrainian,1,false,tip,false,false,false,false,right,true,true,false,true,Annotator,0,chin,head,Z_back,Z_back,Z_back,false,false,Z_back,1,RSL,EastEuro,UkSL
sister,Ukrainian,1,false,radial_side,false,false,false,false,right,false,true,false,false,carlo,0,chin,head,Z_back,Z_back,Z_back,false,false,Z_back,1,RSL,EastEuro,UkSL
sit,Ukrainian,1_nb,true,tip,true,false,false,false,right,false,false,false,false,Annotator,1,Vertical,Vertical,Y_down,Y_down,Y_down,false,false,Y_down,0,RSL,EastEuro,UkSL
smooth,Ukrainian,E,false,palm,false,false,false,false,right,false,false,false,false,carlo,0,palm,hand,Z_front,Z_front,Z_front,false,false,Z_front,0,RSL,EastEuro,UkSL
snake,Ukrainian,H,false,radial_side,true,false,true,false,right,false,false,false,false,carlo,0,chin,head,Y_down,Y_down,Y_down,false,true,Y_down_Or,0,RSL,EastEuro,UkSL
snow,Ukrainian,5,true,palm,false,false,false,false,right,false,false,false,false,carlo,1,Vertical,Vertical,Y_down,Y_down,Y_down,false,false,Y_down,0,RSL,EastEuro,UkSL
stand,Ukrainian,B_b,true,back_of_palm,false,false,true,false,right,false,false,false,false,carlo,1,Horizontal,Horizontal,false,true,Or_Change,false,true,Or,1,RSL,EastEuro,UkSL
star,Ukrainian,1,true,tip,false,false,true,false,right,false,false,false,false,carlo,1,Lateral,Lateral,Y_down,Y_down,Y_down,false,true,Y_down_Or,0,RSL,EastEuro,UkSL
stone,Ukrainian,S_b,true,heel,true,false,true,false,right,false,true,false,false,carlo,1,Lateral,Lateral,false,true,Or_Change,false,true,Or,1,RSL,EastEuro,UkSL
string,Ukrainian,L_eb,true,tip,false,false,false,false,right,false,false,false,false,carlo,1,Lateral,Lateral,X_right,X_right,X_right,false,false,X_right,0,RSL,EastEuro,UkSL
sun,Ukrainian,S,false,heel,false,true,false,false,right,false,false,false,false,carlo,0,Lateral,Lateral,Z_front,Z_front,Z_front,true,false,Z_front_Hs,0,RSL,EastEuro,UkSL
tail,Ukrainian,1,false,back_of_palm,true,false,true,false,right,false,false,false,false,carlo,0,hips,torso,false,true,Or_Change,false,true,Or,0,RSL,EastEuro,UkSL
thin,Ukrainian,L_enb,true,tip,false,false,false,false,right,false,false,false,false,carlo,1,Vertical,Vertical,Z_back,Z_back,Z_back,false,false,Z_back,0,RSL,EastEuro,UkSL
tree,Ukrainian,B,false,radial_side,true,false,true,false,right,false,false,false,false,carlo,0,elbow_back,arm,false,true,Or_Change,false,true,Or,0,RSL,EastEuro,UkSL
vomit,Ukrainian,S,true,radial_side,false,false,true,false,right,false,false,false,false,carlo,1,mouth,head,Y_up,Y_up,Y_up,false,true,Y_up_Or,0,RSL,EastEuro,UkSL
warm,Ukrainian,5_nb,false,ulnar_side,true,false,false,false,right,false,false,false,false,carlo,0,below_chin,head,Z_front,Z_front,Z_front,false,false,Z_front,0,RSL,EastEuro,UkSL
water,Ukrainian,B,false,radial_side,true,false,true,false,right,false,false,false,false,carlo,0,forehead,head,false,true,Or_Change,false,true,Or,0,RSL,EastEuro,UkSL
wet,Ukrainian,5_b,true,finger_fronts,true,true,false,false,right,false,false,false,false,carlo,1,Horizontal,Horizontal,true,false,Hs_Change,true,false,Hs,0,RSL,EastEuro,UkSL
what,Ukrainian,1,true,finger_fronts,true,false,true,false,right,false,false,false,false,carlo,1,Vertical,Vertical,false,true,Or_Change,false,true,Or,0,RSL,EastEuro,UkSL
when,Ukrainian,5,false,ulnar_side,false,true,false,false,right,false,false,false,false,carlo,0,cheek,head,Y_down,Y_down,Y_down,true,false,Y_down_Hs,0,RSL,EastEuro,UkSL
where,Ukrainian,L,false,finger_fronts,false,true,true,false,right,false,false,false,false,carlo,0,Horizontal,Horizontal,true,true,Or_HS_Change,true,true,Hs_Or,0,RSL,EastEuro,UkSL
white,Ukrainian,M_eb,false,tip,false,true,true,false,right,false,false,false,false,carlo,0,Lateral,Lateral,true,true,Or_HS_Change,true,true,Hs_Or,0,RSL,EastEuro,UkSL
who,Ukrainian,V,false,ulnar_side,true,false,true,false,right,false,false,false,false,carlo,0,Vertical,Vertical,false,true,Or_Change,false,true,Or,0,RSL,EastEuro,UkSL
wide,Ukrainian,5,true,palm,false,false,false,false,right,false,false,false,false,carlo,1,Lateral,Lateral,X_right,X_right,X_right,false,false,X_right,0,RSL,EastEuro,UkSL
wife,Ukrainian,L_eb,false,tip,true,false,false,false,right,false,false,false,false,carlo,0,back_of_palm,hand,X_left,X_left,X_left,false,false,X_left,0,RSL,EastEuro,UkSL
wind,Ukrainian,5,true,palm,true,false,false,false,right,false,false,false,false,carlo,1,Lateral,Lateral,X_left,X_left,X_left,false,false,X_left,0,RSL,EastEuro,UkSL
with,Ukrainian,1_nb,false,tip,true,false,true,false,right,false,false,false,false,carlo,0,Lateral,Lateral,false,true,Or_Change,false,true,Or,0,RSL,EastEuro,UkSL
woman,Ukrainian,B,false,radial_side,true,false,false,false,right,false,false,false,false,carlo,0,cheek,head,Y_down,Y_down,Y_down,false,false,Y_down,0,RSL,EastEuro,UkSL
wood,Ukrainian,B,false,radial_side,true,false,false,false,right,false,false,false,false,carlo,0,elbow_back,arm,Z_back,Z_back,Z_back,false,false,Z_back,0,RSL,EastEuro,UkSL
work,Ukrainian,U_b,false,radial_side,true,false,true,false,right,false,false,false,false,carlo,0,Torso_top,torso,Y_down,Y_down,Y_down,false,true,Y_down_Or,0,RSL,EastEuro,UkSL
worm,Ukrainian,1,false,finger_fronts,false,true,false,false,right,false,false,false,false,carlo,0,Horizontal,Horizontal,X_left,X_left,X_left,true,false,X_left_Hs,0,RSL,EastEuro,UkSL
year,Ukrainian,A,true,tip,true,false,false,false,right,false,false,false,false,carlo,1,Lateral,Lateral,Y_down,Y_down,Y_down,false,false,Y_down,0,RSL,EastEuro,UkSL
yellow,Ukrainian,Y,true,ulnar_side,false,false,true,false,right,false,false,false,false,carlo,1,Lateral,Lateral,false,true,Or_Change,false,true,Or,0,RSL,EastEuro,UkSL
